PdfType: replica
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.0000000e+00 1.0768843e+00 1.1642787e+00 1.2640247e+00 1.3783565e+00 1.5100000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  7.9487412e-09  1.1922384e-08  2.7024212e-01  2.7130696e-01  2.7129370e-01  1.0251972e+01  2.7153033e-01  2.7154425e-01  2.7020943e-01  1.1919473e-08  7.9458307e-09 
  2.3841858e-08 -7.9472864e-09  5.9532815e-01  5.9641755e-01  5.9640396e-01  1.5169274e+01  5.9664667e-01  5.9666103e-01  5.9529561e-01 -7.9472864e-09  2.3841858e-08 
  0.0000000e+00 -1.5894573e-08  1.0228393e+00  1.0239534e+00  1.0239396e+00  2.1570429e+01  1.0241886e+00  1.0242033e+00  1.0228074e+00 -1.5894573e-08  0.0000000e+00 
 -3.1789146e-08 -4.7683717e-08  1.5695904e+00  1.5707290e+00  1.5707147e+00  2.9824587e+01  1.5709698e+00  1.5709852e+00  1.5695585e+00 -4.7683717e-08 -3.1789146e-08 
 -9.5367433e-08  3.1789146e-08  2.2539124e+00  2.2550759e+00  2.2550611e+00  4.0378490e+01  2.2553220e+00  2.2553377e+00  2.2538803e+00  3.1789146e-08 -9.5367433e-08 
 -6.3578291e-08  2.8610231e-07  3.0957961e+00  3.0969841e+00  3.0969689e+00  5.3767628e+01  3.0972369e+00  3.0972531e+00  3.0957651e+00  2.8610231e-07 -6.3578291e-08 
 -5.9585243e-09  1.9897319e-09  2.6998433e-01  2.7116233e-01  2.7114755e-01  1.0087266e+01  2.7140775e-01  2.7142331e-01  2.6995066e-01  1.9839110e-09 -5.9624048e-09 
  1.5894573e-08  2.3841858e-08  5.8548802e-01  5.8669281e-01  5.8667755e-01  1.4877345e+01  5.8694458e-01  5.8696061e-01  5.8545458e-01  2.3841858e-08  1.5894573e-08 
  0.0000000e+00  0.0000000e+00  9.9854249e-01  9.9977410e-01  9.9975848e-01  2.1098175e+01  1.0000323e+00  1.0000490e+00  9.9850953e-01  0.0000000e+00  0.0000000e+00 
  4.7683717e-08  4.7683717e-08  1.5248343e+00  1.5260926e+00  1.5260766e+00  2.9101450e+01  1.5263571e+00  1.5263742e+00  1.5248015e+00  4.7683717e-08  4.7683717e-08 
  1.5894573e-08  1.1126200e-07  2.1814353e+00  2.1827204e+00  2.1827040e+00  3.9311443e+01  2.1829913e+00  2.1830089e+00  2.1814029e+00  1.1126200e-07  1.5894573e-08 
 -6.3578291e-08  1.5894572e-07  2.9869380e+00  2.9882503e+00  2.9882331e+00  5.2235180e+01  2.9885278e+00  2.9885457e+00  2.9869065e+00  1.5894572e-07 -6.3578291e-08 
  1.9848811e-09  5.9575540e-09  2.6971367e-01  2.7101505e-01  2.7099854e-01  9.9252329e+00  2.7128476e-01  2.7130216e-01  2.6967895e-01  5.9633747e-09  1.9887618e-09 
